Week,Campaign,Ad group,Keyword type,Search Keyword,Currency,Clicks,Impressions,Cost ($),Leads,Prospects,Payment ($),Payment Date,Country
3-May-21,EK_Generic_Swimming_Singapore,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,1,3,4.41,0,0,,,USA
3-May-21,EK_Generic_Swimming,Pool_Booking_App_Exact,Exact,pool booking app,USD,1,9,0.93,0,0,,,USA
3-May-21,EK_Generic_Swimming,Pool_Scheduling_Software_Phrase,Phrase,pool scheduling software,USD,1,19,7.58,0,0,,,USA
3-May-21,EK_Generic_Swimming,Swimming_Pool_Booking_System_Exact,Exact,swimming pool booking system,USD,1,2,6.15,0,0,,,USA
3-May-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Broad,Broad,yoga studio booking software,USD,1,20,4.57,0,0,,,USA
3-May-21,EK_Generic_Swimming,Pool_Reservation_Software_Open_Broad,Broad,#ERROR!,USD,1,13,3.77,0,0,,,USA
3-May-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Software_Manager_Exact,Exact,pilates studio software manager,USD,0,0,0,0,0,,,USA
3-May-21,EK_Generic_Tri-Tok_Pilates,Pilates_Studio_Software_Phrase,Phrase,pilates studio software,USD,0,1,0,0,0,,,USA
3-May-21,EK_Generic_Swimming,Swimming_Pool_Reservation_System_Exact,Exact,swimming pool reservation system,USD,0,2,0,0,0,,,USA
3-May-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,booking management software,USD,0,2,0,0,0,,,USA
3-May-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Phrase,Phrase,reservation management system,USD,0,2,0,0,0,,,USA
3-May-21,EK_Generic_Tri-Tok_Pilates,Pilates_Booking_System_Exact,Exact,pilates booking system,USD,0,0,0,0,0,,,USA
3-May-21,EK_Generic_Swimming,Pool_Reservation_Software_Exact,Exact,pool reservation software,USD,0,0,0,0,0,,,USA
3-May-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Generic_Software_Phrase,Phrase,yoga studio management software,USD,0,2,0,0,0,,,USA
3-May-21,EK_Generic_Tri-Tok_Yoga,Yoga_Studio_App_Phrase,Phrase,yoga studio app,USD,0,1,0,0,0,,,USA
3-May-21,EK_Generic_Swimming_UK,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,4,0,0,0,,,USA
3-May-21,EK_Generic_Tri-Tok_Reservation_UK,Reservation_Management_System_Phrase,Phrase,booking management software,USD,0,1,0,0,0,,,USA
3-May-21,EK_Generic_Swimming,Pool_Reservation_Software_Broad,Broad,pool reservation software,USD,0,1,0,0,0,,,USA
3-May-21,EK_Generic_Quad-Tok_Yoga,Yoga_Studio_Booking_Software_Exact,Exact,yoga studio booking software,USD,0,6,0,0,0,,,USA
3-May-21,EK_Generic_Tri-Tok_Reservation,Reservation_Management_System_Exact,Exact,reservation management system,USD,0,0,0,0,0,,,USA
3-May-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Booking_Software_Broad,Broad,pilates studio booking software,USD,0,1,0,0,0,,,USA
3-May-21,EK_Generic_Quad-Tok_Pilates,Pilates_Studio_Management_Software_Exact,Exact,pilates studio management software,USD,0,3,0,0,0,,,USA
